date,area,temperature,wind_speed,humidity,local_atmospheric_pressure
2022-04-24 04:59:30,8643.1,28.22,8.54,2.2945,24.211
2022-07-30 06:32:34,9820.38,1.72,8.63,7.35953,27.435
2022-09-21 08:59:35,3053.2,4.56,7.73,8.07201,12.91
2022-08-02 18:43:53,8865.81,9.34,7.33,7.53193,8.06
2022-05-15 19:34:01,5580.05,14.46,4.07,7.68429,4.691
2022-04-22 02:58:51,9557.18,13.79,3.64,25.96194,13.694
2022-10-14 09:10:13,2838.11,16.63,9.51,19.97366,13.768
2022-12-31 02:07:41,1675.85,28.99,9.07,7.14161,24.481
2022-05-19 20:11:21,5741.65,6.39,5.04,4.37572,20.432
2022-05-18 21:46:16,7605.32,20.52,2.66,18.14739,11.749
2022-08-24 04:20:05,8399.01,17.68,6.59,9.8928,28.148
2022-05-15 00:54:28,7829.7,31.91,1.63,29.84209,27.893
2023-02-22 02:48:37,8665.98,31.18,1.69,15.45846,18.128
2022-11-22 15:04:16,6825.02,26.45,9.71,26.71709,26.161
2022-12-03 10:46:13,4636.85,26.33,6.06,26.15586,20.232
2022-07-11 07:37:01,8801.42,4.84,5.02,25.90222,24.107
2023-02-08 19:09:20,4167.05,6.0,4.38,22.17359,19.099
2023-02-09 23:45:42,2841.45,26.53,1.1,26.33803,10.447
2022-11-16 20:20:17,2340.5,12.55,4.63,17.3326,7.564
2022-05-18 07:15:23,9369.43,29.4,4.12,11.5547,5.282
2022-08-04 00:53:37,7526.54,4.61,8.25,21.01536,19.431
2022-04-27 07:06:21,2565.11,1.42,2.44,27.64449,7.03
2022-06-29 15:13:18,2847.29,14.5,8.6,29.90389,18.976
2022-09-12 10:10:47,6122.67,16.03,7.06,16.66863,14.909
2023-02-16 11:54:48,3058.75,13.4,3.82,7.10707,6.541
2022-03-19 10:28:33,1420.37,24.5,4.12,9.44511,25.355
2022-06-30 12:46:55,2193.15,3.84,2.72,5.23675,8.771
2022-03-29 13:10:31,3250.15,1.31,1.85,14.02061,27.42
2022-03-17 12:15:52,3602.56,17.43,6.4,10.45888,17.241
2023-02-09 01:56:24,5818.07,23.7,7.42,20.07815,24.145
2022-09-19 23:29:46,5006.9,5.21,2.64,6.13203,1.981
2022-08-14 15:40:20,8441.08,1.78,2.81,20.14883,21.548
2022-08-10 07:06:58,6175.24,14.42,8.99,8.21899,4.677
2022-06-27 06:29:39,2317.49,26.25,2.79,9.50475,11.197
2022-11-28 11:27:10,9987.04,4.12,7.52,9.93129,17.834
2022-04-06 05:06:47,8879.39,2.7,7.83,4.04712,14.054
2022-06-04 06:54:13,9568.01,11.06,9.82,10.22443,19.205
2022-10-15 19:57:51,6215.57,9.91,8.2,18.72888,6.774
2022-05-22 12:38:41,5361.52,14.86,1.0,0.23877,19.367
2023-01-30 02:40:59,4215.47,31.29,3.51,8.74882,2.04
2022-12-19 10:13:57,5887.6,19.01,7.41,20.9036,17.426
2022-06-17 07:21:33,1760.08,6.02,4.82,13.65519,22.589
2023-02-16 06:24:03,2500.32,27.38,1.78,17.98618,25.397
2022-09-14 02:31:56,1130.38,15.59,9.69,17.62438,14.251
2022-11-06 16:59:14,9896.65,26.78,2.38,12.4653,20.357
2022-04-25 18:07:51,4977.52,10.09,5.12,27.95809,9.551
2022-06-26 06:47:01,4248.38,20.56,8.54,1.20612,12.672
2023-02-08 10:39:17,2374.18,15.76,3.09,16.98193,6.57
2023-02-04 07:40:24,8524.02,16.78,3.12,17.80502,29.855
2022-11-15 17:48:49,3355.45,30.38,8.28,5.37246,21.08
2022-04-09 03:41:51,6836.44,1.54,2.94,1.73162,14.897
2022-08-01 05:49:11,5769.18,6.61,5.87,15.68187,27.399
2023-01-18 19:33:35,6443.1,12.39,7.49,12.54682,7.966
2022-11-22 11:40:07,7913.94,7.88,5.56,20.50222,6.618
2022-12-06 23:26:16,7643.79,0.05,4.79,0.65706,13.539
2023-02-21 21:56:50,1637.52,3.33,4.49,5.42078,3.881
2022-10-21 22:34:54,3885.66,25.31,3.07,13.88837,7.949
2022-09-18 23:17:28,3011.41,15.47,4.58,9.90985,6.16
2022-08-02 08:32:47,5118.08,17.59,7.49,1.80882,13.216
2022-06-24 10:34:55,8678.31,23.41,5.27,20.20108,10.652
2022-07-03 04:43:16,3503.52,2.0,6.05,1.71693,23.693
2022-12-02 23:34:32,6609.08,16.23,8.79,4.74071,17.176
2022-05-22 00:48:03,7147.34,18.01,6.54,22.18901,8.146
2022-03-19 05:39:13,9780.75,15.15,1.77,18.99938,16.243
2022-05-12 14:16:28,8157.21,9.32,1.84,16.4521,29.33
2022-11-24 17:45:01,6313.3,20.02,9.49,27.00527,1.955
2022-08-06 20:16:39,6144.67,20.41,5.78,12.08034,22.33
2022-09-01 16:14:41,9231.1,20.41,6.73,17.60658,22.474
2022-09-28 15:25:35,1374.93,7.53,4.8,19.1079,19.01
2022-08-04 16:54:23,6229.28,3.15,4.49,3.80488,25.141
2023-01-09 06:37:11,3251.27,23.09,8.8,19.32139,30.116
2022-09-03 11:09:13,2871.24,19.72,4.66,20.76633,10.162
2022-12-04 16:19:37,8954.69,9.16,4.3,9.69491,13.938
2022-03-29 13:18:22,1012.48,17.27,8.01,23.36597,18.226
2023-02-21 00:21:32,4327.61,31.22,4.08,5.20006,7.746
2022-11-05 02:08:43,4490.08,25.88,5.94,13.75528,25.746
2022-04-01 08:02:41,1384.3,30.52,9.13,24.94707,12.405
2023-02-11 22:38:05,1670.27,1.52,3.7,4.59547,27.245
2022-05-02 18:15:55,9976.82,7.21,2.35,4.8627,9.262
2022-08-26 15:46:49,5106.14,15.8,4.5,0.31012,19.747
2022-12-18 05:13:57,4528.33,23.69,3.69,28.75966,8.148
2022-08-14 04:11:43,7270.06,12.27,7.36,15.98314,9.896
2022-05-28 13:01:42,2830.08,0.99,9.26,29.32143,2.99
2022-08-27 15:30:56,1508.45,25.39,9.97,16.41835,11.067
2022-06-17 15:01:08,3086.16,28.19,7.86,6.93133,1.509
2022-08-26 11:50:09,5486.74,24.91,9.4,22.95207,23.909
2023-01-22 05:56:35,3720.09,4.02,1.39,8.81173,17.659
2022-07-06 15:15:28,7545.55,13.24,9.58,2.96992,1.795
2022-12-20 18:09:28,2333.85,0.55,2.37,4.80628,14.208
2022-12-12 14:59:41,2502.73,25.16,7.9,11.75333,24.976
2022-08-14 15:14:26,2323.6,29.5,8.32,22.5671,27.867
2022-06-22 18:13:41,8897.77,29.0,9.86,12.71896,2.073
2022-04-04 11:12:17,6729.53,26.2,2.89,10.23593,24.483
2022-05-05 14:52:30,5707.7,29.32,3.49,10.4411,27.092
2022-08-17 14:19:05,2005.37,9.16,7.73,14.12757,21.598
2022-04-12 17:42:29,2688.93,11.98,9.75,23.74268,17.968
2022-03-29 11:29:01,2081.91,18.85,4.69,12.56175,18.247
2022-09-06 12:14:43,4380.17,16.95,4.42,24.53454,19.394
2022-11-16 22:43:45,6273.55,15.24,9.92,21.17573,17.003
2022-09-12 16:51:16,7531.15,18.77,7.1,11.44409,16.589
2022-03-29 04:12:12,6588.11,31.89,1.07,21.88762,29.67
2022-11-04 02:28:13,9358.28,11.83,4.75,19.17996,20.172
